,time,open,high,low,close,volume
387,2024-01-28 21:00:00,41945.09,42028.0,41810.0,41979.59,626.47209
388,2024-01-28 22:00:00,41979.59,41979.59,41620.81,41834.0,726.07206
389,2024-01-28 23:00:00,41834.01,42073.81,41753.19,42031.06,770.03377
390,2024-01-29 00:00:00,42031.05,42069.23,41874.94,41971.42,735.96031
391,2024-01-29 01:00:00,41971.43,42318.31,41967.57,42160.21,893.00449
392,2024-01-29 02:00:00,42160.21,42328.67,42127.96,42237.56,689.79483
393,2024-01-29 03:00:00,42237.56,42504.0,42237.56,42331.2,1118.92636
394,2024-01-29 04:00:00,42331.19,42345.36,42195.61,42218.0,560.51436
395,2024-01-29 05:00:00,42218.0,42284.94,42131.1,42144.23,656.26092
396,2024-01-29 06:00:00,42144.23,42251.75,42133.0,42163.23,643.13454
397,2024-01-29 07:00:00,42163.24,42242.15,41988.88,42053.46,875.94242
398,2024-01-29 08:00:00,42053.45,42151.26,41966.02,42122.85,711.30358
399,2024-01-29 09:00:00,42122.85,42329.93,41961.1,42295.67,946.51948
400,2024-01-29 10:00:00,42295.9,42381.1,42208.2,42313.18,867.1729
401,2024-01-29 11:00:00,42313.18,42353.27,42191.1,42246.95,679.92992
402,2024-01-29 12:00:00,42246.95,42371.1,41975.0,42102.66,1381.93262
403,2024-01-29 13:00:00,42102.67,42139.21,41930.88,42006.7,1287.44408
404,2024-01-29 14:00:00,42006.71,42104.98,41804.88,41951.86,1502.31136
405,2024-01-29 15:00:00,41951.86,42647.27,41882.33,42641.75,2591.39618
406,2024-01-29 16:00:00,42641.75,43313.8,42518.0,43200.0,5705.29111
407,2024-01-29 17:00:00,43200.01,43308.69,42920.01,42996.57,2648.14943
408,2024-01-29 18:00:00,42996.56,43118.1,42883.72,43028.75,1544.40022
409,2024-01-29 19:00:00,43028.74,43152.47,42978.29,42995.99,1416.98804
410,2024-01-29 20:00:00,42995.99,43199.99,42982.66,43147.6,1242.65529
411,2024-01-29 21:00:00,43147.61,43263.15,43061.66,43176.29,1186.41986
412,2024-01-29 22:00:00,43176.29,43210.31,43081.1,43111.1,685.97624
413,2024-01-29 23:00:00,43111.11,43333.0,43078.11,43302.7,971.31353
414,2024-01-30 00:00:00,43302.71,43310.97,43133.9,43162.02,944.79046
415,2024-01-30 01:00:00,43162.02,43559.0,43157.15,43439.51,2487.03277
416,2024-01-30 02:00:00,43439.51,43787.35,43439.51,43615.15,1837.02834
417,2024-01-30 03:00:00,43615.15,43685.2,43460.02,43519.71,1493.36525
418,2024-01-30 04:00:00,43519.71,43570.09,43412.0,43421.49,817.52946
419,2024-01-30 05:00:00,43421.5,43465.22,43342.0,43365.04,650.69606
420,2024-01-30 06:00:00,43365.03,43422.71,43259.26,43340.68,792.67818
421,2024-01-30 07:00:00,43340.68,43446.11,43323.82,43358.25,1091.75741
422,2024-01-30 08:00:00,43358.24,43467.03,43215.76,43432.1,1235.47793
423,2024-01-30 09:00:00,43432.1,43459.89,43320.4,43324.4,893.68806
424,2024-01-30 10:00:00,43324.41,43510.0,43295.55,43482.01,949.27329
425,2024-01-30 11:00:00,43482.01,43564.85,43414.41,43537.74,1045.71402
426,2024-01-30 12:00:00,43537.75,43882.36,43257.39,43394.53,3427.46676
427,2024-01-30 13:00:00,43394.54,43480.0,43153.06,43287.61,1976.10308
428,2024-01-30 14:00:00,43287.61,43498.0,43114.13,43473.99,1788.03155
429,2024-01-30 15:00:00,43474.0,43622.0,43292.98,43375.5,2628.65407
430,2024-01-30 16:00:00,43375.5,43516.06,43224.0,43499.03,1844.52412
431,2024-01-30 17:00:00,43499.03,43599.0,43306.51,43398.31,1501.00015
432,2024-01-30 18:00:00,43398.31,43496.0,43282.94,43371.63,1362.58564
433,2024-01-30 19:00:00,43371.64,43574.8,43336.35,43547.98,1126.04706
434,2024-01-30 20:00:00,43547.99,43760.0,43480.18,43561.1,2556.66446
435,2024-01-30 21:00:00,43561.1,43694.15,43488.32,43546.07,1431.55277
436,2024-01-30 22:00:00,43546.07,43574.8,43326.27,43327.77,1000.28757
437,2024-01-30 23:00:00,43327.78,43354.48,42683.99,42941.1,2737.297
438,2024-01-31 00:00:00,42941.1,43107.77,42850.0,42933.21,1782.346
